income,marital_status,vintage,claim_amount,num_policies,type_of_policy,Male,Urban,High School,Others,B,C
0.1853199106656668,0.8591115584289531,0.17604851350104347,-0.14875728931652732,0.6943370923727208,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,-1.1345654096719862,0.3405253729558638,-1.4402226396731217,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
1.6664087317914855,0.8591115584289531,0.17604851350104347,-0.5655196320401025,-1.4402226396731217,-1.57737931337227,0.8748988211606948,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,1.486662436674073,-1.332031870309233,0.6943370923727208,-0.36352881474759413,-1.1429893100934099,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,-1.5714367173963293,0.7006790274240341,0.6943370923727208,-1.57737931337227,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,-2.0083080251206726,-1.332031870309233,-1.4402226396731217,-0.36352881474759413,0.8748988211606948,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,0.6129198212253867,-1.332031870309233,-1.4402226396731217,0.8503216838770818,0.8748988211606948,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,0.6129198212253867,-0.5496080007466914,-1.4402226396731217,0.8503216838770818,0.8748988211606948,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
1.6664087317914855,-1.1639931859707349,1.486662436674073,0.6679377861087459,0.6943370923727208,0.8503216838770818,0.8748988211606948,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
-1.2957689104601517,-1.1639931859707349,-2.0083080251206726,0.6483542399014708,0.6943370923727208,-1.57737931337227,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,0.17604851350104347,0.5495185301366288,0.6943370923727208,-1.57737931337227,-1.1429893100934099,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,1.04979112894973,-1.332031870309233,-1.4402226396731217,-1.57737931337227,0.8748988211606948,-1.5242208572310327,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
1.6664087317914855,-1.1639931859707349,-2.0083080251206726,-0.08878267905674704,-1.4402226396731217,0.8503216838770818,0.8748988211606948,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,0.17604851350104347,0.4831180687775863,0.6943370923727208,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,1.04979112894973,2.595999108796886,0.6943370923727208,-1.57737931337227,0.8748988211606948,0.656072901283246,-1.0343021336107705,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
-1.2957689104601517,-1.1639931859707349,-1.1345654096719862,0.6345845589744804,0.6943370923727208,0.8503216838770818,0.8748988211606948,-1.5242208572310327,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
-1.2957689104601517,0.8591115584289531,-1.5714367173963293,0.20252257077647146,0.6943370923727208,0.8503216838770818,0.8748988211606948,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
-1.2957689104601517,-1.1639931859707349,-0.26082279422329974,1.526247897224479,0.6943370923727208,-0.36352881474759413,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,-2.0083080251206726,-0.3904916878125805,-1.4402226396731217,-0.36352881474759413,0.8748988211606948,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
1.6664087317914855,-1.1639931859707349,0.6129198212253867,0.7147547012605132,-1.4402226396731217,0.8503216838770818,-1.1429893100934099,-1.5242208572310327,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
1.6664087317914855,0.8591115584289531,0.6129198212253867,-0.4734157662840114,-1.4402226396731217,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
1.6664087317914855,-1.1639931859707349,0.6129198212253867,-0.6077466535495396,0.6943370923727208,0.8503216838770818,-1.1429893100934099,-1.5242208572310327,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
-1.2957689104601517,0.8591115584289531,-0.26082279422329974,0.655698069729199,0.6943370923727208,-1.57737931337227,-1.1429893100934099,-1.5242208572310327,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,1.04979112894973,0.3506231389689901,0.6943370923727208,-1.57737931337227,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,1.04979112894973,1.4252702370932162,0.6943370923727208,0.8503216838770818,0.8748988211606948,0.656072901283246,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
0.1853199106656668,0.8591115584289531,-1.5714367173963293,0.5305469697483309,0.6943370923727208,-0.36352881474759413,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,-2.0083080251206726,0.7689154462400086,0.6943370923727208,-1.57737931337227,-1.1429893100934099,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,0.17604851350104347,-0.16436292770044975,-1.4402226396731217,-0.36352881474759413,0.8748988211606948,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,0.6129198212253867,-0.12397186364794464,0.6943370923727208,-0.36352881474759413,-1.1429893100934099,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,1.486662436674073,-0.6668032850808538,0.6943370923727208,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,0.8591115584289531,-1.1345654096719862,-1.332031870309233,0.6943370923727208,0.8503216838770818,0.8748988211606948,0.656072901283246,-1.0343021336107705,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
-1.2957689104601517,-1.1639931859707349,1.486662436674073,0.5241211186490687,0.6943370923727208,0.8503216838770818,-1.1429893100934099,0.656072901283246,-1.0343021336107705,-0.21041638337983473,1.6194893312468255,-0.3161426359561811
0.1853199106656668,0.8591115584289531,-0.6976941019476429,-0.16528090642891577,0.6943370923727208,0.8503216838770818,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
0.1853199106656668,-1.1639931859707349,0.6129198212253867,0.5446226435848099,-1.4402226396731217,-1.57737931337227,-1.1429893100934099,0.656072901283246,0.9668354801792579,-0.21041638337983473,-0.6174785969291393,-0.3161426359561811
